Área,Dia da Semana,Data da Ocorência,Logradouro,Endereço,Bairro,Cidade,Hora (valor inteiro),Hora da Chamada,Tipo de Ocorrência
1º BPM,quarta-feira,03/02/21,"RUA CARAMURIS  , PRADO , MACEIÓ",RUA CARAMURIS ,PRADO,MACEIÓ,11,11:00,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,quarta-feira,03/02/21,"XXXXXXXXXX  , CENTRO , MACEIÓ",XXXXXXXXXX ,CENTRO,MACEIÓ,11,11:13,LESÃO CORPORAL
1º BPM,quarta-feira,03/02/21,"AV. SENADOR RUI PALMEIRA  , VERGEL DO LAGO , MACEIÓ",AV. SENADOR RUI PALMEIRA ,VERGEL DO LAGO,MACEIÓ,12,12:17,USUÁRIO DE ENTORPECENTE
1º BPM,quarta-feira,03/02/21,"RUA ALIPIO BARBOSA  , PONTAL DA BARRA , MACEIÓ",RUA ALIPIO BARBOSA ,PONTAL DA BARRA,MACEIÓ,12,12:25,USUÁRIO DE ENTORPECENTE
1º BPM,quarta-feira,03/02/21,"RUA CIRÍLO DE CASTRO  , LEVADA , MACEIÓ",RUA CIRÍLO DE CASTRO ,LEVADA,MACEIÓ,12,12:28,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quarta-feira,03/02/21,"RUA PROFESSOR SILVIO DE MACEDO  , JATIÚCA , MACEIÓ",RUA PROFESSOR SILVIO DE MACEDO ,JATIÚCA,MACEIÓ,15,15:02,TENTATIVA DE ROUBO
1º BPM,quarta-feira,03/02/21,"RUA MIGUEL OMENA  , PRADO , MACEIÓ",RUA MIGUEL OMENA ,PRADO,MACEIÓ,16,16:24,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quarta-feira,03/02/21,"RUA REGENTE FEIJO 274 , PONTA DA TERRA , MACEIÓ",RUA REGENTE FEIJO 274,PONTA DA TERRA,MACEIÓ,16,16:50,AMEAÇA
1º BPM,quarta-feira,03/02/21,"RUA PEDRO AMERICO  , POÇO , MACEIÓ",RUA PEDRO AMERICO ,POÇO,MACEIÓ,16,16:59,ROUBO
1º BPM,quarta-feira,03/02/21,"AV. ALVARO OTACILIO  , PAJUÇARA , MACEIÓ",AV. ALVARO OTACILIO ,PAJUÇARA,MACEIÓ,17,17:27,USUÁRIO DE ENTORPECENTE
1º BPM,quarta-feira,03/02/21,"RUA SÃO LUIZ  , PONTA GROSSA , MACEIÓ",RUA SÃO LUIZ ,PONTA GROSSA,MACEIÓ,17,17:42,TRÁFICO 
1º BPM,quarta-feira,03/02/21,"AVENIDA JOÃO DAVINO  , MANGABEIRAS , MACEIÓ",AVENIDA JOÃO DAVINO ,MANGABEIRAS,MACEIÓ,18,18:38,ROUBO
1º BPM,quarta-feira,03/02/21,"RUA CABO REIS  , VERGEL DO LAGO , MACEIÓ",RUA CABO REIS ,VERGEL DO LAGO,MACEIÓ,18,18:42,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quarta-feira,03/02/21,"RUA CABO REIS 298 , PONTA GROSSA , MACEIÓ",RUA CABO REIS 298,PONTA GROSSA,MACEIÓ,18,18:52,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quarta-feira,03/02/21,"RUA CARAMURU 140 , PRADO , MACEIÓ",RUA CARAMURU 140,PRADO,MACEIÓ,19,19:02,TRÁFICO 
1º BPM,quarta-feira,03/02/21,"PRAÇA SINIMBÚ  , CENTRO , MACEIÓ",PRAÇA SINIMBÚ ,CENTRO,MACEIÓ,19,19:18,ROUBO
1º BPM,quarta-feira,03/02/21,"QD 18 122 , VERGEL DO LAGO , MACEIÓ",QD 18 122,VERGEL DO LAGO,MACEIÓ,19,19:57,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quarta-feira,03/02/21,"RUA CABO  REIS 298 , PONTA GROSSA , MACEIÓ",RUA CABO  REIS 298,PONTA GROSSA,MACEIÓ,20,20:18,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quarta-feira,03/02/21,"TRAVESSA SANTA NAZARE 413 , POÇO , MACEIÓ",TRAVESSA SANTA NAZARE 413,POÇO,MACEIÓ,20,20:25,USUÁRIO DE ENTORPECENTE
1º BPM,quarta-feira,03/02/21,"Q:18 112 112 , VERGEL DO LAGO , MACEIÓ",Q:18 112 112,VERGEL DO LAGO,MACEIÓ,20,20:27,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,quarta-feira,03/02/21,"AV. SIQUEIRA CAMPOS.  , TRAPICHE DA BARRA , MACEIÓ",AV. SIQUEIRA CAMPOS. ,TRAPICHE DA BARRA,MACEIÓ,21,21:36,AMEAÇA
1º BPM,quarta-feira,03/02/21,"RUA SENADOR FIRMINO VASCONCELOS  , PONTA DA TERRA , MACEIÓ",RUA SENADOR FIRMINO VASCONCELOS ,PONTA DA TERRA,MACEIÓ,21,21:56,ROUBO
1º BPM,quarta-feira,03/02/21,"RUA MRIO NUNES VIEIRA   , MANGABEIRAS , MACEIÓ",RUA MRIO NUNES VIEIRA  ,MANGABEIRAS,MACEIÓ,22,22:14,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,quarta-feira,03/02/21,"RUA DR. NADIR DE CARVALHO  , JATIÚCA , MACEIÓ",RUA DR. NADIR DE CARVALHO ,JATIÚCA,MACEIÓ,22,22:21,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quarta-feira,03/02/21,"RUA PEDRO AMÉRICO. COND. MARINAS  , POÇO , MACEIÓ",RUA PEDRO AMÉRICO. COND. MARINAS ,POÇO,MACEIÓ,22,22:34,ROUBO
1º BPM,quarta-feira,03/02/21,"RUA SANTA SOFIA  , JATIÚCA , MACEIÓ",RUA SANTA SOFIA ,JATIÚCA,MACEIÓ,22,22:34,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quarta-feira,03/02/21,"AV. DONA CONSTANCA  , MANGABEIRAS , MACEIÓ",AV. DONA CONSTANCA ,MANGABEIRAS,MACEIÓ,22,22:55,USUÁRIO DE ENTORPECENTE
1º BPM,quinta-feira,04/02/21,"QD2 41 , VERGEL DO LAGO , MACEIÓ",QD2 41,VERGEL DO LAGO,MACEIÓ,0,0:23,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quinta-feira,04/02/21,"QUADRA 4  59 , VERGEL DO LAGO , MACEIÓ",QUADRA 4  59,VERGEL DO LAGO,MACEIÓ,1,1:23,AMEAÇA
1º BPM,quinta-feira,04/02/21,"RUA EMPRESÁRIO DA SILVIA NOGUEIRA   , JATIÚCA , MACEIÓ",RUA EMPRESÁRIO DA SILVIA NOGUEIRA  ,JATIÚCA,MACEIÓ,1,1:56,ROUBO
1º BPM,quinta-feira,04/02/21,"CALÇADÃO DO COMERCIO  , CENTRO , MACEIÓ",CALÇADÃO DO COMERCIO ,CENTRO,MACEIÓ,11,11:41,ROUBO
1º BPM,quinta-feira,04/02/21,"RUA CIRILO DE CASTRO   , LEVADA , MACEIÓ",RUA CIRILO DE CASTRO  ,LEVADA,MACEIÓ,11,11:43,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quinta-feira,04/02/21,"XXXXXXXXXXXX  , CENTRO , MACEIÓ",XXXXXXXXXXXX ,CENTRO,MACEIÓ,11,11:48,AMEAÇA
1º BPM,quinta-feira,04/02/21,"RUA GUEDES GODIM Nº 55  , CENTRO , MACEIÓ",RUA GUEDES GODIM Nº 55 ,CENTRO,MACEIÓ,12,12:34,FURTO
1º BPM,quinta-feira,04/02/21,"RUA IDEAL  , CENTRO , MACEIÓ",RUA IDEAL ,CENTRO,MACEIÓ,12,12:46,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quinta-feira,04/02/21,"RUA DA PALMA   , VERGEL DO LAGO , MACEIÓ",RUA DA PALMA  ,VERGEL DO LAGO,MACEIÓ,13,13:06,"POSSE DE ARMA DE FOGO, ACESSÓRIO OU MUNIÇÃO DE USO PERMITIDO"
1º BPM,quinta-feira,04/02/21,"RUA ENGENHEIRO MARIO DE GUSMAO   , PONTA VERDE , MACEIÓ",RUA ENGENHEIRO MARIO DE GUSMAO  ,PONTA VERDE,MACEIÓ,13,13:17,FURTO
1º BPM,quinta-feira,04/02/21,"RUA SANTA SOFIA QD.: 4  , JATIÚCA , MACEIÓ",RUA SANTA SOFIA QD.: 4 ,JATIÚCA,MACEIÓ,13,13:39,USUÁRIO DE ENTORPECENTE
1º BPM,quinta-feira,04/02/21,"XXXXXXXXX  , JATIÚCA , MACEIÓ",XXXXXXXXX ,JATIÚCA,MACEIÓ,14,14:13,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,quinta-feira,04/02/21,"QD 6  , VERGEL DO LAGO , MACEIÓ",QD 6 ,VERGEL DO LAGO,MACEIÓ,14,14:19,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quinta-feira,04/02/21,"TRAV. HELIO PRADINES  , JATIÚCA , MACEIÓ",TRAV. HELIO PRADINES ,JATIÚCA,MACEIÓ,17,17:42,AMEAÇA
1º BPM,quinta-feira,04/02/21,"QD 18 Nº 112  , VERGEL DO LAGO , MACEIÓ",QD 18 Nº 112 ,VERGEL DO LAGO,MACEIÓ,17,17:43,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,quinta-feira,04/02/21,"QD:18  112 , VERGEL DO LAGO , MACEIÓ",QD:18  112,VERGEL DO LAGO,MACEIÓ,18,18:17,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,quinta-feira,04/02/21,"RUA SÁ E ALBUQUERQUE   , JARAGUÁ , MACEIÓ",RUA SÁ E ALBUQUERQUE  ,JARAGUÁ,MACEIÓ,18,18:40,TRÁFICO 
1º BPM,quinta-feira,04/02/21,"RUA JOAO OLISES MARQUES.  , PRADO , MACEIÓ",RUA JOAO OLISES MARQUES. ,PRADO,MACEIÓ,18,18:56,USUÁRIO DE ENTORPECENTE
1º BPM,quinta-feira,04/02/21,"RUA BOA VISTA  , LEVADA , MACEIÓ",RUA BOA VISTA ,LEVADA,MACEIÓ,18,18:59,TRÁFICO 
1º BPM,quinta-feira,04/02/21,"VILA PORTO CALVO. 06 , PONTA GROSSA , MACEIÓ",VILA PORTO CALVO. 06,PONTA GROSSA,MACEIÓ,20,20:05,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quinta-feira,04/02/21,"RUA DAS ARVORES  , CENTRO , MACEIÓ",RUA DAS ARVORES ,CENTRO,MACEIÓ,20,20:06,VIOLÊNCIA CONTRA A MULHER
1º BPM,quinta-feira,04/02/21,"RUA ENGENHEIRO PAULO BRANDAO DE NOGUEIRA  , JATIÚCA , MACEIÓ",RUA ENGENHEIRO PAULO BRANDAO DE NOGUEIRA ,JATIÚCA,MACEIÓ,20,20:21,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quinta-feira,04/02/21,"RUA ALTO DA FLORESTA 07 , PONTAL DA BARRA , MACEIÓ",RUA ALTO DA FLORESTA 07,PONTAL DA BARRA,MACEIÓ,21,21:03,LESÃO CORPORAL
1º BPM,quinta-feira,04/02/21,"XXXXXXXXXXX  , MANGABEIRAS , MACEIÓ",XXXXXXXXXXX ,MANGABEIRAS,MACEIÓ,21,21:04,ROUBO
1º BPM,quinta-feira,04/02/21,"JOÃO BEDA MAIA GOMES  25 , PONTA DA TERRA , MACEIÓ",JOÃO BEDA MAIA GOMES  25,PONTA DA TERRA,MACEIÓ,21,21:21,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,quinta-feira,04/02/21,"RUA SANTA LUZIA   , JACINTINHO , MACEIÓ",RUA SANTA LUZIA  ,JACINTINHO,MACEIÓ,21,21:30,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quinta-feira,04/02/21,"TRAVESSA SÃO PEDRO  , VERGEL DO LAGO , MACEIÓ",TRAVESSA SÃO PEDRO ,VERGEL DO LAGO,MACEIÓ,21,21:41,AMEAÇA
1º BPM,quinta-feira,04/02/21,"Q: 10   , VERGEL DO LAGO , MACEIÓ",Q: 10  ,VERGEL DO LAGO,MACEIÓ,22,22:26,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,quinta-feira,04/02/21,"RUA CLETO MARQUES LUZ  , LEVADA , MACEIÓ",RUA CLETO MARQUES LUZ ,LEVADA,MACEIÓ,23,23:03,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quinta-feira,04/02/21," AV. ÁLVARO OTACILIO  , PAJUÇARA , MACEIÓ", AV. ÁLVARO OTACILIO ,PAJUÇARA,MACEIÓ,23,23:17,FURTO
1º BPM,quinta-feira,04/02/21,"RUA DOUTOR SADI CARVALHO  , JATIÚCA , MACEIÓ",RUA DOUTOR SADI CARVALHO ,JATIÚCA,MACEIÓ,23,23:27,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,05/02/21,"RUA JACINTO JERONIMO  , CENTRO , MACEIÓ",RUA JACINTO JERONIMO ,CENTRO,MACEIÓ,1,1:07,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,05/02/21,"AV. COMENDADOR LEAO ATE 370/ 371   , POÇO , MACEIÓ",AV. COMENDADOR LEAO ATE 370/ 371  ,POÇO,MACEIÓ,6,6:38,TENTATIVA DE ROUBO
1º BPM,sexta-feira,05/02/21,"RUA DIJALVA COSTA  100 , VERGEL DO LAGO , MACEIÓ",RUA DIJALVA COSTA  100,VERGEL DO LAGO,MACEIÓ,9,9:50,USUÁRIO DE ENTORPECENTE
1º BPM,sexta-feira,05/02/21,"RUA SEVERINO DE CASTRO  , LEVADA , MACEIÓ",RUA SEVERINO DE CASTRO ,LEVADA,MACEIÓ,10,10:19,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,05/02/21,"RUA CÍCERO TORRES  , PONTA GROSSA , MACEIÓ",RUA CÍCERO TORRES ,PONTA GROSSA,MACEIÓ,10,10:54,USUÁRIO DE ENTORPECENTE
1º BPM,sexta-feira,05/02/21,"RUA CLETO MARQUES LUZ   , LEVADA , MACEIÓ",RUA CLETO MARQUES LUZ  ,LEVADA,MACEIÓ,10,10:59,AMEAÇA
1º BPM,sexta-feira,05/02/21,"RUA BEZERRA DE MENEZES.   , POÇO , MACEIÓ",RUA BEZERRA DE MENEZES.  ,POÇO,MACEIÓ,14,14:46,USUÁRIO DE ENTORPECENTE
1º BPM,sexta-feira,05/02/21,"RUA BARÃO DE PENEDO./ HOTEL CALIFÓRNIA.   , CENTRO , MACEIÓ",RUA BARÃO DE PENEDO./ HOTEL CALIFÓRNIA.  ,CENTRO,MACEIÓ,14,14:49,FURTO
1º BPM,sexta-feira,05/02/21,"RUA ESMERALDINO M. SPINDOLA SOBRINHO  , POÇO , MACEIÓ",RUA ESMERALDINO M. SPINDOLA SOBRINHO ,POÇO,MACEIÓ,15,15:16,ROUBO
1º BPM,sexta-feira,05/02/21,"TRAV. SANTA NAZARE 413 , POÇO , MACEIÓ",TRAV. SANTA NAZARE 413,POÇO,MACEIÓ,15,15:41,PORTE DE ARMA
1º BPM,sexta-feira,05/02/21,"XX  , PAJUÇARA , MACEIÓ",XX ,PAJUÇARA,MACEIÓ,15,15:55,LESÃO CORPORAL
1º BPM,sexta-feira,05/02/21,"RUA SANTA CECILIA  , PONTA DA TERRA , MACEIÓ",RUA SANTA CECILIA ,PONTA DA TERRA,MACEIÓ,16,16:38,USUÁRIO DE ENTORPECENTE
1º BPM,sexta-feira,05/02/21,"RUA DOS PESCADORES  , TRAPICHE DA BARRA , MACEIÓ",RUA DOS PESCADORES ,TRAPICHE DA BARRA,MACEIÓ,16,16:45,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,sexta-feira,05/02/21,"X  , CENTRO , MACEIÓ",X ,CENTRO,MACEIÓ,19,19:29,PORTE DE ARMA
1º BPM,sexta-feira,05/02/21,"NA PRINCIPAL DA PRAÇA DOS MARTIRIO  , CENTRO , MACEIÓ",NA PRINCIPAL DA PRAÇA DOS MARTIRIO ,CENTRO,MACEIÓ,19,19:51,TRÁFICO 
1º BPM,sexta-feira,05/02/21,"RUA DJALMA COSTA 150 , VERGEL DO LAGO , MACEIÓ",RUA DJALMA COSTA 150,VERGEL DO LAGO,MACEIÓ,19,19:58,AMEAÇA
1º BPM,sexta-feira,05/02/21,"XXX  , JARAGUÁ , MACEIÓ",XXX ,JARAGUÁ,MACEIÓ,20,20:39,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,05/02/21,"NA PRINCIPAL  , PONTA VERDE , MACEIÓ",NA PRINCIPAL ,PONTA VERDE,MACEIÓ,20,20:45,VIOLÊNCIA CONTRA A MULHER
1º BPM,sexta-feira,05/02/21,"AVENIDA COMENDADOR LEAO  , POÇO , MACEIÓ",AVENIDA COMENDADOR LEAO ,POÇO,MACEIÓ,20,20:53,VIOLÊNCIA CONTRA A MULHER
1º BPM,sexta-feira,05/02/21,"RUA PROFESSOR LOUREIRO  101 , PRADO , MACEIÓ",RUA PROFESSOR LOUREIRO  101,PRADO,MACEIÓ,20,20:56,AMEAÇA
1º BPM,sexta-feira,05/02/21,"AV. ANTÔNIO GOUVEIA , PAJUÇARA , MACEIÓ",AV. ANTÔNIO GOUVEIA,PAJUÇARA,MACEIÓ,21,21:08,ROUBO
1º BPM,sexta-feira,05/02/21,"RUA CARAMURUS 518 , PRADO , MACEIÓ",RUA CARAMURUS 518,PRADO,MACEIÓ,21,21:34,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,05/02/21,"RUA REGENTE FEIJO  , PONTA DA TERRA , MACEIÓ",RUA REGENTE FEIJO ,PONTA DA TERRA,MACEIÓ,21,21:41,TRÁFICO 
1º BPM,sexta-feira,05/02/21,"RUA PROFESSOR SANTOS FERRAZ  , POÇO , MACEIÓ",RUA PROFESSOR SANTOS FERRAZ ,POÇO,MACEIÓ,21,21:51,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,05/02/21,"NA LADEIRA DO BRITO 71 , CENTRO , MACEIÓ",NA LADEIRA DO BRITO 71,CENTRO,MACEIÓ,22,22:07,ROUBO
1º BPM,sexta-feira,05/02/21,"XXX  , CENTRO , MACEIÓ",XXX ,CENTRO,MACEIÓ,22,22:17,TRÁFICO 
1º BPM,sexta-feira,05/02/21,"RUA 13 DE MAIO  , POÇO , MACEIÓ",RUA 13 DE MAIO ,POÇO,MACEIÓ,22,22:20,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,05/02/21,"RUA LUIS ALMEIDA FARIAS  , VERGEL DO LAGO , MACEIÓ",RUA LUIS ALMEIDA FARIAS ,VERGEL DO LAGO,MACEIÓ,22,22:22,PORTE DE ARMA
1º BPM,sexta-feira,05/02/21,"RUA ENGENHEIRO PAULO BRANDAO DE NOGUEIRA  , JATIÚCA , MACEIÓ",RUA ENGENHEIRO PAULO BRANDAO DE NOGUEIRA ,JATIÚCA,MACEIÓ,23,23:00,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,05/02/21,"PROX A RUA AMELIA ROSA   , JATIÚCA , MACEIÓ",PROX A RUA AMELIA ROSA  ,JATIÚCA,MACEIÓ,23,23:56,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,06/02/21,"RUA FORMOSA 1084 , PONTA GROSSA , MACEIÓ",RUA FORMOSA 1084,PONTA GROSSA,MACEIÓ,0,0:15,AMEAÇA
1º BPM,sábado,06/02/21,"RUA SADIR DE CARVALHO  , JATIÚCA , MACEIÓ",RUA SADIR DE CARVALHO ,JATIÚCA,MACEIÓ,2,2:10,FURTO
1º BPM,sábado,06/02/21,"RUA PRESIDENTE AUGUSTINHO DA SILVA NEVES, 174 , POÇO , MACEIÓ","RUA PRESIDENTE AUGUSTINHO DA SILVA NEVES, 174",POÇO,MACEIÓ,8,8:03,ROUBO
1º BPM,sábado,06/02/21,"RUA  CIRILHO DE CASTRO   , LEVADA , MACEIÓ",RUA  CIRILHO DE CASTRO  ,LEVADA,MACEIÓ,9,9:33,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,06/02/21,"AV DONA  CONSTANÇA  , MANGABEIRAS , MACEIÓ",AV DONA  CONSTANÇA ,MANGABEIRAS,MACEIÓ,11,11:51,AMEAÇA
1º BPM,sábado,06/02/21,"RUA PAULO FALCÃO   , JATIÚCA , MACEIÓ",RUA PAULO FALCÃO  ,JATIÚCA,MACEIÓ,11,11:53,ROUBO
1º BPM,sábado,06/02/21,"QUADRA 18 112 , VERGEL DO LAGO , MACEIÓ",QUADRA 18 112,VERGEL DO LAGO,MACEIÓ,12,12:12,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,06/02/21,"RUA FERNANDES DE BARROS  , CENTRO , MACEIÓ",RUA FERNANDES DE BARROS ,CENTRO,MACEIÓ,13,13:28,TRÁFICO 
1º BPM,sábado,06/02/21,"RUA MANOEL LOURENÇO 04 , PONTA GROSSA , MACEIÓ",RUA MANOEL LOURENÇO 04,PONTA GROSSA,MACEIÓ,15,15:02,VIOLAÇÃO DE DOMICILIO
1º BPM,sábado,06/02/21,"AV. SILVIO VIANA (AV. ROBERT KENNEDY)  , PAJUÇARA , MACEIÓ",AV. SILVIO VIANA (AV. ROBERT KENNEDY) ,PAJUÇARA,MACEIÓ,15,15:26,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,06/02/21,"AV. DR. ANTONIO GOUVEIA  , PAJUÇARA , MACEIÓ",AV. DR. ANTONIO GOUVEIA ,PAJUÇARA,MACEIÓ,15,15:39,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,06/02/21,"RUA CABO REIS  , PONTA GROSSA , MACEIÓ",RUA CABO REIS ,PONTA GROSSA,MACEIÓ,16,16:49,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,06/02/21,"RUA HAMILTON DE BARROS SOUTINHO   , JATIÚCA , MACEIÓ",RUA HAMILTON DE BARROS SOUTINHO  ,JATIÚCA,MACEIÓ,18,18:17,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,06/02/21,"RUA DJALMA COSTA  , VERGEL DO LAGO , MACEIÓ",RUA DJALMA COSTA ,VERGEL DO LAGO,MACEIÓ,18,18:22,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,sábado,06/02/21,"AVENIDA C  , VERGEL DO LAGO , MACEIÓ",AVENIDA C ,VERGEL DO LAGO,MACEIÓ,18,18:32,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,06/02/21,"AVENIDA VALTER ANANIAS  , JARAGUÁ , MACEIÓ",AVENIDA VALTER ANANIAS ,JARAGUÁ,MACEIÓ,18,18:40,ROUBO
1º BPM,sábado,06/02/21,"RUA DOUTOR ROCHA CAVALCANTE  , VERGEL DO LAGO , MACEIÓ",RUA DOUTOR ROCHA CAVALCANTE ,VERGEL DO LAGO,MACEIÓ,18,18:40,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,06/02/21,"RUA ROCHA CAVALCANTE   , VERGEL DO LAGO , MACEIÓ",RUA ROCHA CAVALCANTE  ,VERGEL DO LAGO,MACEIÓ,18,18:45,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,06/02/21,"AV. DR. ANTONIO GOUVEIA  , PAJUÇARA , MACEIÓ",AV. DR. ANTONIO GOUVEIA ,PAJUÇARA,MACEIÓ,19,19:22,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,06/02/21,"RUA ANTONIO GOUVEIA  , PAJUÇARA , MACEIÓ",RUA ANTONIO GOUVEIA ,PAJUÇARA,MACEIÓ,19,19:31,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,06/02/21,"CONJ. VIRGEM DOS POBRES II / QUADRA 61  , TRAPICHE DA BARRA , MACEIÓ",CONJ. VIRGEM DOS POBRES II / QUADRA 61 ,TRAPICHE DA BARRA,MACEIÓ,19,19:47,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,06/02/21,"XX  , PONTA GROSSA , MACEIÓ",XX ,PONTA GROSSA,MACEIÓ,19,19:58,TRÁFICO 
1º BPM,sábado,06/02/21,"RUA DA GLÓRIA  , PONTA GROSSA , MACEIÓ",RUA DA GLÓRIA ,PONTA GROSSA,MACEIÓ,20,20:21,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,06/02/21,"AVENIDA GUSTAVO PAIVA   , MANGABEIRAS , MACEIÓ",AVENIDA GUSTAVO PAIVA  ,MANGABEIRAS,MACEIÓ,20,20:23,ROUBO
1º BPM,sábado,06/02/21,"RUA. MARIO DE GUSMAO   , PONTA VERDE , MACEIÓ",RUA. MARIO DE GUSMAO  ,PONTA VERDE,MACEIÓ,20,20:31,ROUBO
1º BPM,sábado,06/02/21,"RUA SANTO ANTONIO  , PONTA GROSSA , MACEIÓ",RUA SANTO ANTONIO ,PONTA GROSSA,MACEIÓ,21,21:24,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,06/02/21,"QUADRA 56  , VERGEL DO LAGO , MACEIÓ",QUADRA 56 ,VERGEL DO LAGO,MACEIÓ,21,21:43,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,06/02/21,"RUA. CLAUDIO MANOEL   , PONTA GROSSA , MACEIÓ",RUA. CLAUDIO MANOEL  ,PONTA GROSSA,MACEIÓ,21,21:51,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,06/02/21,"TRAVESSA JOSÉ CAVALCANTE PX 200 , VERGEL DO LAGO , MACEIÓ",TRAVESSA JOSÉ CAVALCANTE PX 200,VERGEL DO LAGO,MACEIÓ,21,21:53,AMEAÇA
1º BPM,sábado,06/02/21,"RUA DO MEIO  , VERGEL DO LAGO , MACEIÓ",RUA DO MEIO ,VERGEL DO LAGO,MACEIÓ,22,22:15,USUÁRIO DE ENTORPECENTE
1º BPM,sábado,06/02/21,"PRAÇA PIRULITO  , CENTRO , MACEIÓ",PRAÇA PIRULITO ,CENTRO,MACEIÓ,22,22:26,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,06/02/21,"RUA DO MEIO  711 , VERGEL DO LAGO , MACEIÓ",RUA DO MEIO  711,VERGEL DO LAGO,MACEIÓ,22,22:36,AMEAÇA
1º BPM,sábado,06/02/21,"RUA DA GLORIA  , PONTA GROSSA , MACEIÓ",RUA DA GLORIA ,PONTA GROSSA,MACEIÓ,22,22:42,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,06/02/21,"AVENIDA ASSIS CHATEABRIAND  , TRAPICHE DA BARRA , MACEIÓ",AVENIDA ASSIS CHATEABRIAND ,TRAPICHE DA BARRA,MACEIÓ,22,22:55,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
