,Data da Ocorência,Endereço,Bairro,Hora da Chamada,Tipo de Ocorrência,Localização
1471,25/01/21,AV. ALIPIO BARBOSA DA SILVA ,PONTAL DA BARRA,21:18,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6893887, -35.7735249"
1472,25/01/21,RUAQ BOM DESTINO ,PONTA GROSSA,21:20,PERTURBAÇÃO DA TRANQUILIDADE,
1473,25/01/21,RUA SANTA SOFIA ,JATIÚCA,21:24,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-7.9158739, -34.8978916"
1474,25/01/21,RUA UBIRAJARA 52,TRAPICHE DA BARRA,21:29,USUÁRIO DE ENTORPECENTE,"-23.4765035, -47.4426555"
1475,25/01/21,RUA NOVA ESPERANCA ,VERGEL DO LAGO,21:29,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-2.5607321, -44.2778358"
1476,25/01/21,RUA MNOVA ESPERANÇA ,VERGEL DO LAGO,21:33,PERTURBAÇÃO DA TRANQUILIDADE,
1477,25/01/21,RUA FÉLIX BANDEIRA ,PONTA GROSSA,21:41,PERTURBAÇÃO DA TRANQUILIDADE,"-1.3416429, -48.4275295"
1478,25/01/21,AV. MONTE CASTELO ,VERGEL DO LAGO,21:43,VIOLÊNCIA CONTRA A MULHER,"41.29685115, -7.7122438033628375"
1479,25/01/21,PONTA DA TERRA / RUA LAFAETI PACHECO  ,PAJUÇARA,22:05,ROUBO,
1480,25/01/21,RUA PAULINA MARIA MENDONCA ,MANGABEIRAS,22:16,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.644432, -35.7057413"
1481,25/01/21,RUA NOVA ESPERANÇA ,VERGEL DO LAGO,22:16,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-8.1004501, -34.9909786"
1482,25/01/21,RUA DESEMBARGADOR JOÃO JAMBO ,POÇO,22:20,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
1483,25/01/21,RUA BOA SORTE ,PONTA GROSSA,22:21,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-11.2213365, -41.870009"
1484,25/01/21,RUA 24 DE OUTUBRO ,TRAPICHE DA BARRA,22:49,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-15.5929711, -56.1036754"
1485,25/01/21,RUA DO BANHEIRO ,VERGEL DO LAGO,22:49,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"37.1691151, -7.5171116"
1486,25/01/21,RUA DIEGUES JUNIOR ,POÇO,22:51,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6472229, -35.7284876"
1487,25/01/21,RUA FIRMINO VASCONCELOS ,PAJUÇARA,23:58,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6647487, -35.7134688"
1488,25/01/21,RUA SOL NASCENTE 210,LEVADA,23:58,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-15.231347, -56.2906437"
1489,26/01/21,RUA  24 DE OUTUBRO ,VERGEL DO LAGO,0:01,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-15.5929711, -56.1036754"
1490,26/01/21,AV. SENADOR RUI PALMEIRA ,VERGEL DO LAGO,1:12,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6660651, -35.764293"
1491,26/01/21,RUA SOLDADO EDUARDO DOS SANTOS 471,JATIÚCA,3:04,TENTATIVA DE ROUBO,"-9.6568567, -35.7102349"
1492,26/01/21,RUA DOUTOR GUEDES LINS ,PAJUÇARA,3:18,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6668461, -35.7192511"
1493,26/01/21,RUA SAMPAIO DORIA  ,PONTA GROSSA,4:27,ROUBO,"-23.5908168, -46.4923788"
1494,26/01/21,RUA DIEGUES JUNIOR ATE 941 A 942 ,POÇO,5:44,DISPARO DE ARMA DE FOGO,
1495,26/01/21,RUA SENADOR BARROS LEITE  72,JARAGUÁ,9:20,LESÃO CORPORAL,"-9.6699197, -35.7215836"
1496,26/01/21,RUA DO COMERCIO  ,CENTRO,10:31,FURTO,"-11.9591748, -38.97365056447447"
1497,26/01/21,RUA CELESTE BEZERRA  ,LEVADA,10:44,DISPARO DE ARMA DE FOGO,
1498,26/01/21,XXXXXXXXXX ,TRAPICHE DA BARRA,11:51,ROUBO,
1499,26/01/21,RUA SANDORVAL ROCHELES ,PONTA VERDE,12:33,PORTE DE ARMA,
1500,26/01/21,XXXXXXXXXXXXXXX ,PAJUÇARA,12:58,ROUBO,
1501,26/01/21,RUA DO COMERCIO ,CENTRO,13:02,AMEAÇA,"-11.9591748, -38.97365056447447"
1502,26/01/21,RUA DONA ROSA DA FONSECA  154,PRADO,13:07,VIOLÊNCIA CONTRA A MULHER,"-8.0289702, -34.9141375"
1503,26/01/21,RUA MONSENHOR LUIZ BARBOSA 168,PRADO,13:48,AMEAÇA,"-9.6689804, -35.7541974"
1504,26/01/21,AV. DONA CONSTÂNCIA,MANGABEIRAS,13:49,FURTO,"39.4831828, -8.3302871"
1505,26/01/21,AV. DOUTOR MARIO NUNES VIEIRA ,MANGABEIRAS,14:08,ROUBO,"-9.6424368, -35.703717"
1506,26/01/21,PREDIO CASTELO BRANCO BLOCO 7 APT 402,JATIÚCA,14:40,VIOLÊNCIA CONTRA A MULHER,
1507,26/01/21,NO COMERCIO  ,CENTRO,14:44,TENTATIVA DE ROUBO,"-34.7059257, -58.5110416"
1508,26/01/21,XXXXXXXXXXXX ,PONTA GROSSA,15:00,ROUBO,
1509,26/01/21,RUA BOM DESTINO ,PONTA GROSSA,18:00,TRÁFICO ,"-23.4069802, -46.7659097"
1510,26/01/21,RUA BOM DESTINO ,PONTA GROSSA,18:18,TRÁFICO ,"-23.4069802, -46.7659097"
1511,26/01/21,RUA JORNALISTA LAFAIETE BELO ,POÇO,18:31,PORTE DE ARMA,"-9.6598195, -35.7249983"
1512,26/01/21,RUA TEOBALDO BARBOSA  471,VERGEL DO LAGO,18:41,AMEAÇA,"-8.8852906, -36.5037782"
1513,26/01/21,AV. BARAO DE ATALAIA ,POÇO,18:47,ROUBO,"-9.4997193, -36.0241699"
1514,26/01/21,RUA SANTA SOFIA ,JATIÚCA,19:37,TRÁFICO ,"-7.9158739, -34.8978916"
1515,26/01/21,AVENIDA ÁLVARO  OTACILIO  ,PAJUÇARA,20:42,USUÁRIO DE ENTORPECENTE,"-9.6521757, -35.699021"
1516,26/01/21,RUA SATURMINO MENDONSA 187,JATIÚCA,20:53,ROUBO,
1517,26/01/21,RUA JOSÉ CAVALCANTE ',VERGEL DO LAGO,21:35,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-6.6800448, -36.6550489"
1518,26/01/21,RUA JOSÉ CAVALCANTE ,VERGEL DO LAGO,21:41,PERTURBAÇÃO DA TRANQUILIDADE,"-6.6800448, -36.6550489"
1519,26/01/21,RUA CARAMURUS  518,PRADO,21:43,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.7679075, -47.3948236"
1520,26/01/21,RUA JOSE CAVALCANTE  ,VERGEL DO LAGO,21:47,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-6.6800448, -36.6550489"
1521,26/01/21,RUA VIRGILIO GUEDES ,PONTA GROSSA,21:48,ROUBO,"-9.6195422, -35.75947330336048"
1522,26/01/21,RUA RECIFE ,POÇO,22:05,TRÁFICO ,"-16.5697167, -49.2686605"
1523,26/01/21,RUA BALBINO LOPES. 228,VERGEL DO LAGO,22:16,PERTURBAÇÃO DA TRANQUILIDADE,"-9.65449, -35.7532532"
1524,26/01/21,QUADRA: 65 ,VERGEL DO LAGO,22:24,PERTURBAÇÃO DA TRANQUILIDADE,"-2.9637726, -59.98412249881732"
1525,26/01/21,RUA PROF. VIRGILIO GUEDES ,PONTA GROSSA,22:43,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.664152, -35.7577232"
1526,26/01/21,RUA MANOEL FONTES FONTAN 27,MANGABEIRAS,23:46,VIOLÊNCIA CONTRA A MULHER,"-6.8037361, -35.601424"
1527,27/01/21,RUA ANTONIO LINS FERREIRA LOPES 104,VERGEL DO LAGO,1:59,VIOLAÇÃO DE DOMICILIO,
1528,27/01/21,RUA JOÃO DE MAIA GOMES ,LEVADA,6:47,AMEAÇA,
1529,27/01/21,RUA SANTOS DUMONT ,PONTA GROSSA,11:06,ROUBO,"-3.117358, -60.0207708"
1530,27/01/21,AV. DURVAL GUIMARÃES ,PONTA VERDE,11:47,FURTO,"-9.6616935, -35.7069624"
1531,27/01/21,NO FINAL DA QD 4  ,VERGEL DO LAGO,12:21,USUÁRIO DE ENTORPECENTE,
1532,27/01/21,MULTIRÃO / BEIRRO TREZE  ,VERGEL DO LAGO,13:02,TRÁFICO ,
1533,27/01/21,RUA SANTOS DUMONT ,PONTA GROSSA,13:08,FURTO,"-3.117358, -60.0207708"
1534,27/01/21,AV. JOÃO DAVINO. ,MANGABEIRAS,14:11,ROUBO,"-9.6431577, -35.7026426"
1535,27/01/21,PRAÇA DO PIRULITO ,CENTRO,14:59,FURTO,"-23.0236893, -46.981662746150825"
1536,27/01/21,RUA DAS ÁRVORE ,CENTRO,15:25,FURTO,"-23.2294735, -45.9143269"
1537,27/01/21,RUA CONDE BIRAJA ,PAJUÇARA,15:39,ROUBO,
1538,27/01/21,AVENIDA CABO REIS  ,PONTA GROSSA,17:24,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
1539,27/01/21,RUA CAMPOS TEIXEIRA ,PONTA DA TERRA,17:49,TRÁFICO ,"-10.2938248, -36.5808403"
1540,27/01/21,RUA FORMOSA ,CENTRO,17:51,USUÁRIO DE ENTORPECENTE,"-30.0333419, -51.2315187"
1541,27/01/21,RUA CINCINATO PINTO ,CENTRO,18:04,FURTO,"-9.659189, -35.7409566"
1542,27/01/21,QD 47 ,TRAPICHE DA BARRA,18:06,PERTURBAÇÃO DA TRANQUILIDADE,"-16.65211995, -49.34016352558297"
1543,27/01/21,RUA BELA VISTA ,LEVADA,18:39,PERTURBAÇÃO DA TRANQUILIDADE,"-8.23590985, -34.98593376058024"
1544,27/01/21,RUA NOVA ESPERANÇA ,VERGEL DO LAGO,18:44,AMEAÇA,"-8.1004501, -34.9909786"
1545,27/01/21,RUA MIZAEL DOMINGUES ,CENTRO,18:45,ROUBO,"-9.6650845, -35.731369"
1546,27/01/21,NA PRAÇA DAS GRAÇAS,LEVADA,18:56,ROUBO,"-23.44394465, -51.874554392113566"
1547,27/01/21,RUA SANTA SOFIA  Q:1 Q:2  ,JATIÚCA,19:41,TRÁFICO ,
1548,27/01/21,AVENIDA COMENDADOR GUSTAVO PAIVA,JATIÚCA,20:47,ROUBO,"-9.6302771, -35.699408"
1549,27/01/21,QD B CONJUNTO DOS PESCADORES 42,VERGEL DO LAGO,20:57,AMEAÇA,
1550,27/01/21,CONJ VIRGEM DOS POBRES II / QD 65 47,TRAPICHE DA BARRA,21:06,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
1551,27/01/21,RUA PROFESSOR VITGILIO GUEDES 1814,PONTA GROSSA,21:08,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
1552,27/01/21,RUA ABDON ARROCHELAS ,PONTA VERDE,21:39,USUÁRIO DE ENTORPECENTE,
1553,27/01/21,RUA LUIS CAMPOS TEIXEIRA ,PAJUÇARA,21:54,DISPARO DE ARMA DE FOGO,"-23.255782, -51.14821000245007"
1554,27/01/21,RUA DIEGUES JUNIOR 1325,POÇO,22:41,LESÃO CORPORAL,"-9.6472229, -35.7284876"
1555,27/01/21,RUA ANGELO MARTINS 67,JATIÚCA,23:05,TRÁFICO ,"-22.2980089, -48.5723745"
1556,27/01/21,AV. COMENDADOR GUSTAVO PAIVA. ,JATIÚCA,23:21,ROUBO,"-9.6302771, -35.699408"
1557,27/01/21,RUA DOUTOR SADI CARVALHO ,JATIÚCA,23:25,PERTURBAÇÃO DA TRANQUILIDADE,"-9.6517644, -35.707899"
1558,27/01/21,CORREDOR VERA ARRUDA ,JATIÚCA,23:43,ROUBO,"-9.6473153, -35.705672"
1559,28/01/21,RUA FELIX BANDEIRA 47,PONTA GROSSA,1:18,AMEAÇA,"-1.3416429, -48.4275295"
1560,28/01/21,RUA DR. GUEDES LINS 132,PAJUÇARA,7:21,TRÁFICO ,"-9.6668461, -35.7192511"
1561,28/01/21,RUA BOA VONTADE ,LEVADA,7:44,AMEAÇA,"-24.9286229, -53.4395079"
1562,28/01/21,AV. CRUZEIRO DO SUL ,VERGEL DO LAGO,9:43,ROUBO,"-23.2956291, -51.2042991"
1563,28/01/21,RUA DO COMERCIO ,CENTRO,10:05,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-11.9591748, -38.97365056447447"
1564,28/01/21,RUA DO COMÉRCIO ,CENTRO,10:34,ROUBO,"-11.9591748, -38.97365056447447"
1565,28/01/21,AV. VIEIRA PERDIGÃO ,CENTRO,11:16,FURTO,"-9.6685725, -35.742863"
1566,28/01/21,CONJ. VIRGEM DOS POBRES III QUADRA D  ,TRAPICHE DA BARRA,11:23,PORTE DE ARMA,
1567,28/01/21,XXXXXXXXXXXXXXXXXXXXXX ,POÇO,0:00,DISPARO DE ARMA DE FOGO,
1568,28/01/21,RUA JOSÉ JULIO SALES ,PONTA VERDE,12:13,FURTO,"-1.3697326, -48.3393541"
1569,28/01/21,RUA DA GLORIA 211,PONTA GROSSA,13:42,LESÃO CORPORAL,"-8.0644317, -34.88631757513707"
1570,28/01/21,AV. BRASIL ,POÇO,15:20,LESÃO CORPORAL,"-23.4154519, -52.76996109159417"
1571,28/01/21,RUA DA ASSEMBLEIA ,PONTA GROSSA,16:32,USUÁRIO DE ENTORPECENTE,"-8.2257731, -34.9382246"
1572,28/01/21,AV. ASSIS CHATEAUBRIAND ,JARAGUÁ,16:48,ROUBO,"-16.6869685, -49.2715786"
1573,28/01/21,RUA MIZAEL DOMINGUES ,CENTRO,18:15,ROUBO,"-9.6650845, -35.731369"
1574,28/01/21,RUA MOREIRA DE LIMA ,CENTRO,18:17,ROUBO,"-20.0210333, -43.8251419"
1575,28/01/21,AVENIDA BARÃO DE ATALAIA ,POÇO,18:17,ROUBO,"-9.4997193, -36.0241699"
1576,28/01/21,XXXXXXXXXXXXXX ,MANGABEIRAS,18:23,ROUBO,
1577,28/01/21,CONJ. VIRGEM DOS POBRES I / QUADRA 21 ,TRAPICHE DA BARRA,19:46,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
1578,28/01/21,TRAV. MUNICIPAL ,CENTRO,20:05,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-10.3635337, -37.699273"
1579,28/01/21,RUA BARÃO DE MACEIÓ ,CENTRO,20:14,AMEAÇA,"-9.6678569, -35.7411049"
1580,28/01/21,PRINCIPAL ,PAJUÇARA,20:36,TRÁFICO ,"-3.025898, -78.7517335"
1581,28/01/21,TRAVESSA DJAMIM   ,TRAPICHE DA BARRA,20:56,USUÁRIO DE ENTORPECENTE,
1582,28/01/21,XXXXXXXXXXXXXXXXXXXX ,JATIÚCA,20:59,VIOLÊNCIA CONTRA A MULHER,
1583,28/01/21,RUA SANTA ANA ,POÇO,20:59,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-27.1960704, -52.1110162"
1584,28/01/21,RUA SANTA ANA ,POÇO,21:01,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-27.1960704, -52.1110162"
1585,28/01/21,RUA SANTA FERNANDA ,JATIÚCA,21:03,TRÁFICO ,"-9.6547318, -35.7183624"
1586,28/01/21,CONJUNTO JOSÉ BATISTA DE ALMEIDA  ,POÇO,21:44,AMEAÇA,"-8.0749848, -34.8989357"
1587,28/01/21,RUA DA IGREJA DO SANTO EDUARDO  ,POÇO,22:01,ROUBO,
1588,28/01/21,RUA AMILTOM BARROS SOLTINHO  ,JATIÚCA,22:46,PERTURBAÇÃO DA TRANQUILIDADE,
1589,28/01/21,RUA 3 DE MAIO 279,PONTA GROSSA,22:46,AMEAÇA,"-3.7523238, -38.5612602"
1590,28/01/21,RUA BOA SORTE 282,PONTA GROSSA,22:49,HOMICÍDIO,"-7.0617678, -41.4552422"
1591,28/01/21,"CONJ. CASTELO BRANCO, QUADRA: 09 ",JATIÚCA,23:01,PERTURBAÇÃO DA TRANQUILIDADE,
1592,28/01/21,RUA MARIO NUNES VIEIRA ,MANGABEIRAS,23:10,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.9158749, -42.9806252"
1593,28/01/21,RUA DIEGUES JUNIOR ,POÇO,23:38,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6472229, -35.7284876"
1594,28/01/21,RUA BANCARIO JOSE FARIAS DE ALMEIDA ,JATIÚCA,23:38,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6458306, -35.7065401"
1595,29/01/21,RUA HAMILTON DE BARROS SOUTINHO ,JATIÚCA,0:11,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6540248, -35.7089142"
1596,29/01/21,TRAVESSA SÃO VICENTE ,JATIÚCA,0:24,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.5411635, -44.1890847"
1597,29/01/21,AV. SIQUEIRA CAMPOS ,TRAPICHE DA BARRA,1:01,FURTO,"-23.6150598, -45.3882962"
1598,29/01/21,RUA DO COMERCIO ,CENTRO,1:29,TENTATIVA DE FURTO,"-11.9591748, -38.97365056447447"
1599,29/01/21,AV. GUSTAVO PAIVA ,MANGABEIRAS,2:13,DISPARO DE ARMA DE FOGO,"-9.4957072, -35.8442442"
1600,29/01/21,RUA FORMOSA ,PONTA GROSSA,4:13,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-30.0333419, -51.2315187"
1601,29/01/21,RUA FORMOSA ,PONTA GROSSA,4:32,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-30.0333419, -51.2315187"
1602,29/01/21,RUA SANTA SOFIA ,JATIÚCA,10:24,USUÁRIO DE ENTORPECENTE,"-7.9158739, -34.8978916"
1603,29/01/21,RUA SANTA FERNANDA ,JATIÚCA,13:19,TRÁFICO ,"-9.6547318, -35.7183624"
1604,29/01/21,RUA LAFAIETE PACHECO ,PONTA DA TERRA,16:29,TRÁFICO ,"-9.6623397, -35.7157688"
1605,29/01/21,AV. GUSTAVO PAIVA.  ,MANGABEIRAS,16:35,PORTE DE ARMA,"-9.4957072, -35.8442442"
1606,29/01/21,XXXXXXXXXX ,VERGEL DO LAGO,16:47,DISPARO DE ARMA DE FOGO,
1607,29/01/21,RUA  MONSENHOR LUIZ BARBOSA 138,PRADO,17:26,VIOLÊNCIA CONTRA A MULHER,"-9.6689804, -35.7541974"
1608,29/01/21,RUA. PROFESSOR SANTOS FERRAIS  ,POÇO,18:48,ROUBO,
1609,29/01/21,RUA VITORIA  73,JARAGUÁ,18:56,PERTURBAÇÃO DA TRANQUILIDADE,"-26.918179199999997, -49.07362515"
1610,29/01/21,RUA DOUTOR VADIR DE CARVALHO 5,JATIÚCA,19:58,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
1611,29/01/21,QUADRA 9 ,JATIÚCA,20:01,PERTURBAÇÃO DA TRANQUILIDADE,"-22.02096365, -47.87128394645839"
1612,29/01/21,XXXXXXXXXXXXXXXXXXXX ,JARAGUÁ,20:05,VIOLÊNCIA CONTRA A MULHER,
1613,29/01/21,RUA. PANAIR ,VERGEL DO LAGO,20:06,HOMICÍDIO,"-3.0503125, -60.0483184"
1614,29/01/21,RUA. LAGO DA PAZ  ,VERGEL DO LAGO,20:08,TRÁFICO ,"-9.3909683, -38.2256442"
1615,29/01/21,RUA CABO REIS ,PONTA GROSSA,23:23,TRÁFICO ,"-3.7093013, -38.5743665"
1616,30/01/21,QUADRA 11 N°85,VERGEL DO LAGO,0:05,VIOLÊNCIA CONTRA A MULHER,"-22.021035849999997, -47.87048353435567"
1617,30/01/21,CONJUNTO LENITA VILELA. QUADRA - P ,TRAPICHE DA BARRA,0:50,"POSSE DE ARMA DE FOGO, ACESSÓRIO OU MUNIÇÃO DE USO PERMITIDO",
1618,30/01/21,RUA CABO REIS ,PONTA GROSSA,1:02,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-3.7093013, -38.5743665"
1619,30/01/21,RUA BOA VISTA 84,PONTA GROSSA,1:02,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-23.5469783, -46.63324898683335"
1620,30/01/21,RUA DOUTOR SADI DE CARVALHO ,JATIÚCA,1:06,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
1621,30/01/21,QD 7 ,TRAPICHE DA BARRA,1:13,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-16.7000447, -49.4131989382811"
1622,30/01/21,RUA QUINTINO BOCAIUVA ,CENTRO,1:16,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-20.5730153, -46.9298019"
1623,30/01/21,BARÃO DE ANADIA ,CENTRO,3:15,FURTO,"-8.0815695, -34.9493351"
1624,30/01/21,RUA CAPO REIS / CONJ. CIDADE DE DEUS  ,TRAPICHE DA BARRA,7:57,AMEAÇA,
1625,30/01/21,"AV, ALVARO OTACILIO  ",JATIÚCA,9:03,AMEAÇA,"-9.6521757, -35.699021"
1626,30/01/21,RUA FRANCI JATOBÁ ,PRADO,9:20,ROUBO,
1627,30/01/21,RUA PRIMEIRO DE MAIO ,PRADO,12:52,ROUBO,"-22.8304839, -42.096965"
1628,30/01/21,RUA BARÃO DE ATALAIA 395,POÇO,14:49,TENTATIVA DE ROUBO,"-9.6058911, -35.9554061"
1629,30/01/21,RUA DA ALEGRIA ,LEVADA,15:16,FURTO QUALIFICADO,"41.013454, -8.5653474"
1630,30/01/21,QUADRA 15 ,VERGEL DO LAGO,15:20,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-15.9130681, -47.76137744368002"
1631,30/01/21,RUA  BENJAMIN MEDEIROS ,VERGEL DO LAGO,16:01,PERTURBAÇÃO DA TRANQUILIDADE,"-6.485646, -36.1516097"
1632,30/01/21,RUA DA ALEGRIA  ,CENTRO,16:46,AMEAÇA,"41.013454, -8.5653474"
1633,30/01/21,NA PRAÇA DAS GRAÇAS ,CENTRO,18:31,ROUBO,"-23.44394465, -51.874554392113566"
1634,30/01/21,RUA. CABO REIS  298,PONTA GROSSA,18:41,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-3.7093013, -38.5743665"
1635,30/01/21,RUA ABDON ARROXELAS ,PONTA VERDE,19:08,USUÁRIO DE ENTORPECENTE,"-9.6558209, -35.7039475"
1636,30/01/21,RUA MOREIRA LIMA ,CENTRO,19:18,FURTO,"-12.1787373, -51.5084915"
1637,30/01/21,RUA DOS TIMBIRAS ,PONTA GROSSA,19:40,AMEAÇA,"-23.6247609, -45.3861071"
1638,30/01/21,QUADRA 11 ,VERGEL DO LAGO,20:42,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.021035849999997, -47.87048353435567"
1639,30/01/21,TRAV.SANTA IZABEL 109,PAJUÇARA,22:06,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-1.986423, -54.0797071"
1640,30/01/21,RUA. SANTA ROSA  166,VERGEL DO LAGO,22:48,VIOLAÇÃO DE DOMICILIO,"-28.03297835, -54.356767421311034"
1641,30/01/21,RUA PEDRO AMERICO ,POÇO,23:05,TRÁFICO ,"-5.4938657, -47.4902782"
1642,30/01/21,RUA SANTO AMARO ,JATIÚCA,23:06,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.3723536, -40.4979285"
1643,30/01/21,RUA PROFESSOR MANOEL COELHO NETO ,JATIÚCA,23:51,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6492025, -35.7070204"
1644,31/01/21,RUA DIEGUES JUNIOR ,POÇO,0:15,PERTURBAÇÃO DA TRANQUILIDADE,"-9.6472229, -35.7284876"
1645,31/01/21,RUA OTHONIEL COSTA ,MANGABEIRAS,0:40,USUÁRIO DE ENTORPECENTE,"-9.6407683, -35.7056576"
1646,31/01/21,QUADRA 9 ,JATIÚCA,0:59,PERTURBAÇÃO DA TRANQUILIDADE,"-22.02096365, -47.87128394645839"
1647,31/01/21,RUA ABERLADO PULBLIEZI QUADRA 9 ,JATIÚCA,1:17,PERTURBAÇÃO DA TRANQUILIDADE,
1648,31/01/21,RUA DOUTOR CARLOS DE MIRANDO 19,POÇO,1:26,USUÁRIO DE ENTORPECENTE,
1649,31/01/21,AV. CELESTE BEZERRA ,LEVADA,2:09,AMEAÇA,"-9.6574206, -35.7468281"
1650,31/01/21,XXXXXXXXXXXX ,JARAGUÁ,3:54,FURTO,
1651,31/01/21,RUA PRESIDENTE CASTELO BRANCO ,JATIÚCA,7:14,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-15.589613, -56.102594"
1652,31/01/21,RUA DO COMÉRCIO  ,CENTRO,8:44,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-11.9591748, -38.97365056447447"
1653,31/01/21,RUA CARAMURUS ATE 447 A 448 ,PRADO,10:36,AMEAÇA,
1654,31/01/21,RUA ANA NERE 34 04,PAJUÇARA,10:36,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-17.8437853, -41.5140099"
1655,31/01/21,AV DONA CONSTANÇA  ,JATIÚCA,11:34,VIOLÊNCIA CONTRA A MULHER,"-9.6487103, -35.7136527"
1656,31/01/21,NÃO INFORMADO  ,PAJUÇARA,11:44,ROUBO,
1657,31/01/21,RUA DIEGUES JUNIOR ,POÇO,13:10,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6472229, -35.7284876"
1658,31/01/21,RUA PARQUE RIO BRANCO  151,LEVADA,13:38,FURTO,"-22.7380366, -47.6449488"
1659,31/01/21,QUADRA 11 ,VERGEL DO LAGO,13:49,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.021035849999997, -47.87048353435567"
1660,31/01/21,CONJ MELLO COSTA  134,POÇO,13:50,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
1661,31/01/21,RUA DIEGUES JUNIOR ATE 941 A 942 ,POÇO,14:18,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
1662,31/01/21,QUADRA 11 ,VERGEL DO LAGO,14:19,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.021035849999997, -47.87048353435567"
1663,31/01/21,TRAVESSA CIRO MEDEIROS  ,VERGEL DO LAGO,14:28,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6535543, -35.7612655"
1664,31/01/21,RUA CABO REIS 10,PONTA GROSSA,14:29,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-3.7093013, -38.5743665"
1665,31/01/21,RUA CAMPO VERDE.  206,VERGEL DO LAGO,14:33,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"40.9228198, -8.5005232"
1666,31/01/21,AVENIDA CASTELO BRANCO ,JATIÚCA,14:36,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-4.8631628, -43.3537457"
